Brand,Model,Price,Released,Mass,Platform,Operating System,CPU Clock,Processor,Processor Score,RAM Capacity (converted),Non-volatile Memory Capacity (converted),RAM Type,Display Diagonal,Resolution,Pixel Density,Display Type,Graphical Controller,GPU Scores,Microphone(s),Loudpeaker(s):,Audio Output:,Expansion Interfaces,USB Connector,Max. Charging Power:,Nominal Battery Capacity,Image Sensor Pixel Size,No. of effective pixels,Aperture (W),Camera Extra Functions,Camera Extra Feat.,Secondary No. of pixels,Built-in compass,Built-in gyroscope,Voice Command,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition,Barometer,In-screen fingerprint sensor,Hall,Heart rate sensor,Fingerprint sensor,Light sensor,Proximity sensor,Step counter,Display_Score,Performance_Score,Camera_Score,Battery_Score,Camera Prefs,Battery Prefs,Performance Prefs,Display Prefs
Oneplus,OnePlus 7T Pro 256GB 8GB,36939,19-Oct,206,Android,"Android 10, OxygenOS 10.0.4",2960,Snapdragon 855 Plus,470592,8,256,4,162.6,1440x3120,516,1,Qualcomm Adreno 640,106829,0,2,0,0,1,30,4085,0.8,48,2,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,51601,619021,6800,34085,1384707,4085922,61994586,5820006
Oneplus,OnePlus 7T Pro 256GB 12GB,41483,19-Oct,206,Android,"Android 10, OxygenOS 10.0.4",2960,Snapdragon 855 Plus,470592,12,256,4,162.6,1440x3120,516,1,Qualcomm Adreno 640,106829,0,2,0,0,1,30,4085,0.8,48,2,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,51601,623021,6800,34085,1388707,4089922,62394586,5824006
Oneplus,OnePlus 7 Pro 5G 128GB,41990,19-May,206,Android,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.4",2840,Snapdragon 855,422995,6,128,4,162.6,1440x3120,515,1,Qualcomm Adreno 640,106829,0,2,0,0,1,30,4000,0.8,48,2,"Dual-LED dual-tone flash, panorama, HDR",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,51501,568224,6800,34000,1333725,4026525,56914701,5759124
Oneplus,OnePlus 7 Pro 5G 256GB 8GB,42999,19-May,206,Android,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.4",2840,Snapdragon 855,422995,8,256,4,162.6,1440x3120,515,1,Qualcomm Adreno 640,106829,0,2,0,0,1,30,4000,0.8,48,2,"Dual-LED dual-tone flash, panorama, HDR",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,51501,570224,6800,34000,1335725,4028525,57114701,5761124
Oneplus,OnePlus 7 Pro 5G 256GB 12GB,56990,19-May,206,Android,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.4",2840,Snapdragon 855,422995,12,256,4,162.6,1440x3120,515,1,Qualcomm Adreno 640,106829,0,2,0,0,1,30,4000,0.8,48,2,"Dual-LED dual-tone flash, panorama, HDR",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,51501,574224,6800,34000,1339725,4032525,57514701,5765124
Oneplus,OnePlus 7 128GB,29990,19-May,182,Android,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.5",2840,Snapdragon 855,422995,6,128,4,157.7,1080x2340,402,1,Qualcomm Adreno 640,106829,0,2,0,0,1,20,3700,0.8,48,2,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,40201,568224,6800,23700,1312125,2985225,56893101,4618824
Oneplus,OnePlus 7 256GB,30999,19-May,182,Android,"Android 9.0 (Pie), upgradable to Android 10, OxygenOS 10.0.5",2840,Snapdragon 855,422995,8,256,4,157.7,1080x2340,402,1,Qualcomm Adreno 640,106829,0,2,0,0,1,20,3700,0.8,48,2,"Dual-LED flash, HDR, panorama",13,16,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,40201,570224,6800,23700,1314125,2987225,57093101,4620824
Oppo,A11k 2020 Dual SIM TD-LTE V1 IN PK 32GB CPH2083 / CPH2071,7641,20-Jun,165,Android,Google Android 9.0 (Pie),2300,Helio P35,94992,2,32,3,157.9,720x1520,271,0,PowerVR GE8320,11243,2,1,1,1,0,10,4230,1.12,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,4.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27100,134235,6574.545455,14230,833019.5455,1590909.545,13471404.55,2865039.545
Oppo,A12 2020 Dual SIM TD-LTE V1 IN ID PK BD 32GB CPH2083,8541,20-Jun,165,Android,Google Android 9.0 (Pie),2300,Helio P35,94992,3,32,3,157.9,720x1520,271,0,PowerVR GE8320,11243,2,1,1,1,0,10,4230,1.12,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,4.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27100,135235,6574.545455,14230,834019.5455,1591909.545,13571404.55,2866039.545
Oppo,A12 2020 Dual SIM TD-LTE V1 IN ID PK BD 64GB CPH2083,10341,20-Jun,165,Android,Google Android 9.0 (Pie),2300,Helio P35,94992,4,64,3,157.9,720x1520,271,0,PowerVR GE8320,11243,2,1,1,1,0,10,4230,1.12,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,4.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27100,136235,6574.545455,14230,835019.5455,1592909.545,13671404.55,2867039.545
Oppo,A1k Dual SIM TD-LTE IN MN BD 32GB CPH1923,7990,19-Apr,174,Android,Google Android 9.0 (Pie),2000,Helio P22,75418,2,32,3,155,720x1560,282,0,PowerVR GE8320,11243,2,1,1,1,0,10,4000,1.4,8,2.2,"HDR photo
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Smile detection
 , Face retouch",7,4.9,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,28200,111661,6854.545455,14000,839315.5455,1546715.545,11215154.55,2952515.545
Oppo,A5 2020 Standard Edition Dual SIM TD-LTE V1 IN ID PK BD 128GB CPH1931,13994,19-Sep,195,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,6,128,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,2,1,1,1,10,5000,1.25,12,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Slow motion video
  , Burst mode
  , Touch focus
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Intelligent scene detection",13,8,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27000,198206,7916.666667,15000,1031872.667,1733122.667,19870516.67,2921122.667
Oppo,A5 2020 Standard Edition Dual SIM TD-LTE V1 IN ID PK BD 64GB 4GB CPH1931,10791,19-Sep,195,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,4,64,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,2,1,1,1,10,5000,1.25,12,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Slow motion video
  , Burst mode
  , Touch focus
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Intelligent scene detection",13,8,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27000,196206,7916.666667,15000,1029872.667,1731122.667,19670516.67,2919122.667
Oppo,A5 2020 Standard Edition Dual SIM TD-LTE V1 IN ID PK BD 64GB CPH1931,9891,19-Sep,195,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,3,64,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,2,1,1,1,10,5000,1.25,12,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Slow motion video
  , Burst mode
  , Touch focus
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Intelligent scene detection",13,8,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27000,195206,7916.666667,15000,1028872.667,1730122.667,19570516.67,2918122.667
Oppo,A52 2020 Premium Edition Dual SIM TD-LTE V1 IN ID PK BD NP 128GB CPH2061,13990,20-Jul,192,Android,Google Android 10 (Q),2000,Snapdragon 665,143390,6,128,4,165.1,1080x2400,405,0,Qualcomm Adreno 610,24816,2,2,1,1,1,18,5000,1.25,12.4,1.79,"EIS
 , EIS (video)
 , HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",13,15.9,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,40500,198206,7953.910615,23000,1057097.062,2546659.911,19892053.91,4279159.911
Oppo,A52 2020 Standard Edition Dual SIM TD-LTE V1 IN ID PK BD NP 128GB CPH2061,10791,20-Jul,192,Android,Google Android 10 (Q),2000,Snapdragon 665,143390,4,64,4,165.1,1080x2400,405,0,Qualcomm Adreno 610,24816,2,2,1,1,1,18,5000,1.25,12.4,1.79,"EIS
 , EIS (video)
 , HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",13,15.9,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,40500,196206,7953.910615,23000,1055097.062,2544659.911,19692053.91,4277159.911
Oppo,A5s Premium Edition Dual SIM TD-LTE IN ID BD TH V3 32GB CPH1909,8990,19-Apr,170,Android,Google Android 8.1 (Oreo),2300,Helio P35,94992,3,32,3,157.4,720x1520,271,0,PowerVR GE8320,11243,2,1,1,1,0,10,4230,1.25,13,2.2,"HDR photo
 , HDR video
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",12,8,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,27100,135235,6704.545455,14230,847019.5455,1592039.545,13571534.55,2866169.545
Oppo,A9 2020 Premium Edition Dual SIM TD-LTE V1 IN ID PK NP BD 128GB CPH1939,18490,19-Oct,195,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,8,128,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,2,1,1,1,10,5000,0.8,48,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Slow motion video
  , Burst mode
  , Touch focus
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Intelligent scene detection",13,15.9,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,200206,7466.666667,15000,988872.6667,1734672.667,20070066.67,2922672.667
Oppo,A9 2020 Standard Edition Dual SIM TD-LTE V1 IN PK 128GB CPH1937,14599,19-Oct,195,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,4,128,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,2,1,1,1,10,5000,0.8,48,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Slow motion video
  , Burst mode
  , Touch focus
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Intelligent scene detection",13,15.9,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,196206,7466.666667,15000,984872.6667,1730672.667,19670066.67,2918672.667
Oppo,F11 Dual SIM TD-LTE IN ID V2 128GB CPH1911,16099,19-Mar,188,Android,Google Android 9.0 (Pie),2100,Helio P70,189114,4,128,4,165.86,1080x2340,395,0,ARM Mali-G72 MP3,20615,2,1,1,1,0,20,4020,0.8,48,1.79,"Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",14,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,39500,238729,7503.910615,24020,1052640.062,2687732.911,23943923.91,4220252.911
Oppo,F11 Dual SIM TD-LTE IN ID V2 64GB CPH1911,13990,19-May,188,Android,Google Android 9.0 (Pie),2100,Helio P70,189114,4,64,4,165.86,1080x2340,395,0,ARM Mali-G72 MP3,20615,2,1,1,1,0,20,4020,0.8,48,1.79,"Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Intelligent scene detection",14,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,39500,238729,7503.910615,24020,1052640.062,2687732.911,23943923.91,4220252.911
Oppo,F11 Pro Dual SIM TD-LTE IN ID BD TH MN V3 128GB CPH1969,22990,19-Mar,191,Android,Google Android 9.0 (Pie),2100,Helio P70,189114,6,128,4,165.8,1080x2340,395,0,ARM Mali-G72 MP3,20615,2,1,1,1,0,20,4000,0.8,48,1.79,"EIS
 , EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Refocus
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",18,15.9,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,39500,240729,7503.910615,24000,1054620.062,2687732.911,24143903.91,4222232.911
Oppo,F15 2020 Dual SIM TD-LTE IN 128GB CPH2001,17091,20-Jan,172,Android,Google Android 9.0 (Pie),2100,Helio P70,189114,8,128,4,162.5,1080x2400,411,1,ARM Mali-G72 MP3,20615,2,1,1,1,1,30,4025,0.8,48,1.79,"EIS
 , EIS (video)
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",17,15.9,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,41101,242729,7503.910615,34025,1068246.062,3693833.911,24355529.91,4394357.911
Oppo,Find X2 5G Premium Edition Ceramic Global TD-LTE 256GB CPH2023,64990,20-Apr,209,Android,Google Android 10 (Q),2840,Snapdragon 865,581363,12,256,5,170,1440x3168,520,1,Qualcomm Adreno 650,146854,3,2,0,0,1,65,4200,0.8,48,1.7,"EIS
 , EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",17,32.3,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,52001,773617,7858.823529,69200,1680700.353,7753476.824,77490759.82,6050775.824
Oppo,Find X2 Pro 5G Premium Edition Ceramic Global TD-LTE 512GB CPH2025,74890,20-Apr,207,Android,Google Android 10 (Q),2840,Snapdragon 865,581363,12,512,5,170,1440x3168,520,1,Qualcomm Adreno 650,146854,3,2,0,0,1,65,4260,0.8,48,1.7,"EIS
 , EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",18,32.3,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,52001,773617,7858.823529,69260,1680760.353,7759476.824,77490819.82,6050835.824
Oppo,Find X2 Pro 5G Premium Edition Global TD-LTE 256GB CPH2025,74890,20-Apr,200,Android,Google Android 10 (Q),2840,Snapdragon 865,581363,12,256,5,170,1440x3168,520,1,Qualcomm Adreno 650,146854,3,2,0,0,1,65,4260,0.8,48,1.7,"EIS
 , EIS (video)
 , OIS
 , Pixel unification
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",18,32.3,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,52001,773617,7858.823529,69260,1680760.353,7759476.824,77490819.82,6050835.824
Oppo,K3 Dual SIM TD-LTE APAC 128GB CPH1955,29999,19-Jul,191,Android,Google Android 9.0 (Pie),2200,Snapdragon 710,215043,8,128,4,165.1,1080x2340,396,1,Qualcomm Adreno 616,38288.5,2,1,1,0,1,20,3765,1.22,15.9,1.7,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,15.9,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,39601,287331.5,8278.823529,23765,1178579.853,2711711.324,28804794.82,4279475.324
Oppo,K3 Dual SIM TD-LTE APAC 64GB CPH1955,23990,19-Jul,191,Android,Google Android 9.0 (Pie),2200,Snapdragon 710,215043,6,64,4,165.1,1080x2340,396,1,Qualcomm Adreno 616,38288.5,2,1,1,0,1,20,3765,1.22,15.9,1.7,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,15.9,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,39601,285331.5,8278.823529,23765,1176579.853,2709711.324,28604794.82,4277475.324
Oppo,Realme 3 Pro Premium Edition Dual SIM TD-LTE APAC 128GB RMX1851,15999,19-Apr,172,Android,Google Android 9.0 (Pie),2208,Snapdragon 710,215043,6,128,4,160,1080x2340,409,0,Qualcomm Adreno 616,38288.5,2,1,1,0,0,20,4045,1.22,16.3,1.7,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,24.8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,40900,285411.5,8278.823529,24045,1178238.853,2739090.324,28614373.82,4407735.324
Oppo,Realme 3 Pro Premium Edition Dual SIM TD-LTE APAC 64GB RMX1851,15640,19-Apr,172,Android,Google Android 9.0 (Pie),2208,Snapdragon 710,215043,6,64,4,160,1080x2340,409,0,Qualcomm Adreno 616,38288.5,2,1,1,0,0,20,4045,1.22,16.3,1.7,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,24.8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,40900,285411.5,8278.823529,24045,1178238.853,2739090.324,28614373.82,4407735.324
Oppo,Realme 3 Pro Standard Edition Dual SIM TD-LTE APAC 64GB RMX1851,10499,19-Apr,172,Android,Google Android 9.0 (Pie),2208,Snapdragon 710,215043,4,64,4,160,1080x2340,409,0,Qualcomm Adreno 616,38288.5,2,1,1,0,0,20,4045,1.22,16.3,1.7,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,24.8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,40900,283411.5,8278.823529,24045,1176238.853,2737090.324,28414373.82,4405735.324
Oppo,Realme 3i Dual SIM TD-LTE IN 32GB RMX1827,8499,19-Jul,175,Android,Google Android 9.0 (Pie),2000,Helio P60,168116,3,32,4,158,720x1520,270,0,ARM Mali-G72 MP3,20615,2,1,1,1,0,10,4230,1.12,13,1.8,"HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",14,13,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27000,215731,7786.666667,14230,1035627.667,1673517.667,21622116.67,2937747.667
Oppo,Realme 3i Dual SIM TD-LTE IN 64GB RMX1827,10499,19-Jul,175,Android,Google Android 9.0 (Pie),2000,Helio P60,168116,4,64,4,158,720x1520,270,0,ARM Mali-G72 MP3,20615,2,1,1,1,0,10,4230,1.12,13,1.8,"HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",14,13,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,27000,216731,7786.666667,14230,1036627.667,1674517.667,21722116.67,2938747.667
Oppo,Realme 5 Premium Edition Dual SIM TD-LTE V1 IN ID PH PK TH VN 128GB RMX1911,12999,19-Sep,198,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,4,128,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,1,1,1,0,10,5000,1.25,12.2,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Red-eye reduction
  , Slow motion video
  , Burst mode
  , Touch focus
  , Macro mode
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Face retouch (video)
  , Intelligent scene detection",16,13.1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,196206,7916.666667,15000,1029872.667,1731122.667,19670516.67,2919122.667
Oppo,Realme 5 Premium Edition Dual SIM TD-LTE V1 IN TH 64GB RMX1911,11999,19-Aug,198,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,4,64,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,1,1,1,0,10,5000,1.25,12.2,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Red-eye reduction
  , Slow motion video
  , Burst mode
  , Touch focus
  , Macro mode
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Face retouch (video)
  , Intelligent scene detection",16,13.1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,196206,7916.666667,15000,1029872.667,1731122.667,19670516.67,2919122.667
Oppo,Realme 5 Pro Premium Edition Dual SIM TD-LTE IN 64GB RMX1971,14999,19-Sep,184,Android,Google Android 9.0 (Pie),2300,Snapdragon 712,225003,6,64,4,160,1080x2340,409,0,Qualcomm Adreno 616,38288.5,2,1,1,1,1,20,4035,0.8,48,1.79,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Red-eye reduction
  , Slow motion video
  , Burst mode
  , Touch focus
  , Macro mode
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Face retouch (video)
  , Intelligent scene detection",16,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,40900,296291.5,7503.910615,24035,1111617.562,2748195.411,29701588.91,4417830.411
Oppo,Realme 5 Pro Premium Edition Dual SIM TD-LTE IN TH 128GB RMX1971,16199,19-Sep,184,Android,Google Android 9.0 (Pie),2300,Snapdragon 712,225003,8,128,4,160,1080x2340,409,0,Qualcomm Adreno 616,38288.5,2,1,1,1,1,20,4035,0.8,48,1.79,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Red-eye reduction
  , Slow motion video
  , Burst mode
  , Touch focus
  , Macro mode
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Face retouch (video)
  , Intelligent scene detection",16,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,40900,298291.5,7503.910615,24035,1113617.562,2750195.411,29901588.91,4419830.411
Oppo,Realme 5 Pro Standard Edition Dual SIM TD-LTE IN 64GB RMX1971,14999,19-Sep,184,Android,Google Android 9.0 (Pie),2300,Snapdragon 712,225003,4,64,4,160,1080x2340,409,0,Qualcomm Adreno 616,38288.5,2,1,1,1,1,20,4035,0.8,48,1.79,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Red-eye reduction
  , Slow motion video
  , Burst mode
  , Touch focus
  , Macro mode
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Face retouch (video)
  , Intelligent scene detection",16,15.9,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,40900,294291.5,7503.910615,24035,1109617.562,2746195.411,29501588.91,4415830.411
Oppo,Realme 5 Standard Edition Dual SIM TD-LTE V1 IN ID PH TH VN 32GB RMX1911,10999,19-Aug,198,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,3,32,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,1,1,1,0,10,5000,1.25,12.2,1.8,"EIS
  , EIS (video)
  , HDR photo
  , HDR video
  , Red-eye reduction
  , Slow motion video
  , Burst mode
  , Touch focus
  , Macro mode
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Face retouch (video)
  , Intelligent scene detection",16,13.1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,195206,7916.666667,15000,1028872.667,1730122.667,19570516.67,2918122.667
Oppo,Realme 5i Premium Edition Dual SIM TD-LTE V1 IN ID VN TH SG TR 64GB RMX2030,10999,20-Jan,195,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,4,64,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,1,1,1,0,10,5000,1.25,12,1.8,"EIS (video)
 , HDR photo
 , HDR video
 , Red-eye reduction
 , Slow motion video
 , Burst mode
 , Touch focus
 , Macro mode
 , Panorama Photo
 , Face detection
 , Face tagging
 , Smile detection
 , Face retouch
 , Face retouch (video)
 , Intelligent scene detection",15,8,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,196206,7916.666667,15000,1029872.667,1731122.667,19670516.67,2919122.667
Oppo,Realme 5s Dual SIM TD-LTE V1 IN ID TH 128GB RMX1925,12509,19-Dec,198,Android,Google Android 9.0 (Pie),2000,Snapdragon 665,143390,4,128,4,165.1,720x1600,270,0,Qualcomm Adreno 610,24816,2,1,1,1,0,10,5000,0.8,48,1.8,"EIS
  , EIS (video)
  , Pixel unification
  , HDR photo
  , HDR video
  , Red-eye reduction
  , Slow motion video
  , Burst mode
  , Touch focus
  , Macro mode
  , Panorama Photo
  , Face detection
  , Face tagging
  , Smile detection
  , Face retouch
  , Face retouch (video)
  , Intelligent scene detection",17,13.1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,27000,196206,7466.666667,15000,984872.6667,1730672.667,19670066.67,2918672.667
